temperature,humidity,tvoc,ecodua,rawhdua,rawethanol,pressure,nckosonglima,ncsatu,firealarm
17.362,47.45,1074,400,12908,19459,938.722,14.54,2.267,1
17.366,47.37,1128,413,12908,19456,938.728,14.42,2.249,1
17.371,47.39,1101,400,12912,19460,938.715,14.28,2.226,1
17.375,47.38,1084,401,12905,19457,938.707,13.89,2.167,1
17.379,47.37,1094,400,12908,19456,938.708,13.63,2.125,1
17.384,47.34,1071,400,12906,19457,938.71,13.1,2.043,1
17.388,47.27,1117,410,12895,19444,938.721,12.84,2.002,1
17.392,48.03,1140,422,12893,19443,938.724,12.68,1.978,1
17.396,48.92,1145,424,12892,19443,938.724,12.68,1.977,1
17.401,49.72,1138,406,12902,19453,938.725,12.66,1.974,1
17.405,50.36,1140,410,12896,19446,938.732,12.69,1.979,1
17.409,50.83,1124,422,12901,19447,938.72,12.69,1.979,1
17.414,51.27,1103,411,12902,19444,938.721,13,2.027,1
17.418,51.59,1094,415,12906,19453,938.723,13.17,2.053,1
17.422,51.93,1109,400,12904,19452,938.709,13.42,2.093,1
17.426,52.13,1111,401,12903,19453,938.71,13.52,2.108,1
17.431,52.35,1099,400,12908,19456,938.711,13.89,2.167,1
17.435,52.52,1136,415,12903,19442,938.712,14,2.183,1
17.439,52.67,1138,404,12903,19443,938.715,14.39,2.243,1
17.444,52.79,1105,400,12910,19454,938.712,14.48,2.259,1
17.448,52.87,1103,400,12910,19454,938.718,14.55,2.269,1
17.452,53,1118,401,12906,19455,938.722,14.54,2.267,1
17.456,53.05,1134,404,12906,19448,938.716,14.46,2.255,1
17.461,53.16,1099,400,12909,19451,938.713,14.39,2.244,1
17.465,53.22,1153,413,12899,19444,938.723,14.07,2.195,1
17.469,53.3,1149,408,12900,19443,938.73,13.95,2.176,1
17.474,53.38,1107,400,12912,19449,938.729,13.73,2.14,1
17.478,53.43,1140,413,12900,19440,938.73,13.67,2.131,1
17.482,53.5,1124,408,12903,19443,938.726,13.58,2.118,1
17.486,53.55,1109,400,12912,19459,938.741,13.55,2.113,1
17.491,53.58,1126,400,12906,19449,938.737,13.44,2.096,1
17.495,53.62,1097,402,12905,19444,938.737,13,2.028,1
17.499,53.67,1113,400,12905,19450,938.739,12.96,2.02,1
17.503,53.74,1151,400,12906,19454,938.735,13.1,2.042,1
17.508,53.75,1088,400,12907,19455,938.733,13.25,2.067,1
17.512,53.82,1113,410,12906,19445,938.726,13.44,2.096,1
17.516,53.83,1048,400,12921,19469,938.703,13.54,2.111,1
17.521,53.04,1063,400,12918,19462,938.705,13.67,2.132,1
17.525,52.09,1040,400,12917,19464,938.704,13.52,2.109,1
17.529,51.28,1086,400,12909,19451,938.697,13.21,2.06,1
17.533,50.62,1103,400,12912,19451,938.705,12.95,2.02,1
17.538,50.12,1134,400,12909,19451,938.713,12.68,1.978,1
17.542,49.64,1055,400,12916,19459,938.714,12.55,1.957,1
17.546,49.26,1082,400,12910,19451,938.719,12.29,1.916,1
17.551,49.04,1088,400,12911,19452,938.72,12.21,1.904,1
17.555,48.79,1117,400,12910,19450,938.716,12,1.871,1
17.559,48.58,1111,400,12909,19456,938.715,11.87,1.851,1
17.563,48.42,1088,400,12916,19454,938.713,11.59,1.808,1
17.568,48.31,1096,400,12913,19458,938.709,11.45,1.785,1
17.572,48.16,1099,400,12906,19450,938.713,11.61,1.811,1
17.576,48.04,1128,400,12910,19451,938.702,11.68,1.821,1
17.58,47.96,1140,400,12910,19445,938.703,11.82,1.843,1
17.585,47.92,1149,402,12909,19439,938.699,12.39,1.933,1
17.589,47.78,1128,400,12909,19450,938.707,12.65,1.972,1
17.593,47.75,1118,400,12913,19445,938.711,12.71,1.982,1
17.597,47.66,1111,400,12913,19455,938.713,12.67,1.976,1
17.602,47.6,1141,400,12912,19448,938.708,12.6,1.966,1
17.606,47.56,1122,400,12916,19455,938.718,12.67,1.976,1
17.61,47.52,1134,400,12912,19446,938.719,12.93,2.016,1
17.615,47.47,1094,400,12920,19459,938.713,12.91,2.012,1
17.619,47.41,1107,400,12918,19454,938.711,12.7,1.981,1
17.623,47.37,1107,400,12912,19449,938.711,12.7,1.98,1
17.627,47.33,1128,400,12914,19446,938.694,12.67,1.975,1
17.632,47.32,1109,400,12915,19453,938.692,12.64,1.971,1
17.636,47.27,1122,400,12917,19452,938.7,12.4,1.933,1
17.64,47.24,1122,400,12906,19451,938.704,12.15,1.895,1
17.644,47.24,1176,410,12895,19431,938.712,11.97,1.867,1
17.649,47.99,1226,420,12889,19430,938.709,11.9,1.856,1
17.653,48.85,1216,420,12893,19426,938.707,12.04,1.878,1
17.657,49.64,1201,416,12902,19436,938.705,12.11,1.889,1
17.661,50.27,1163,407,12904,19440,938.705,12.25,1.911,1
17.666,50.82,1138,408,12906,19439,938.699,12.82,1.999,1
17.67,51.31,1168,406,12908,19447,938.699,12.96,2.021,1
17.674,51.63,1124,401,12902,19443,938.706,13.08,2.04,1
17.678,51.92,1141,403,12900,19434,938.709,12.99,2.025,1
17.683,52.18,1136,400,12905,19448,938.704,12.74,1.986,1
17.687,52.36,1101,403,12909,19448,938.709,12.73,1.985,1
17.691,52.55,1141,411,12906,19446,938.705,12.79,1.994,1
17.695,52.66,1141,400,12909,19446,938.705,12.75,1.987,1
17.7,52.81,1126,400,12908,19444,938.698,12.48,1.946,1
17.704,52.96,1161,411,12907,19441,938.696,12.32,1.921,1
17.708,53.06,1149,400,12903,19439,938.694,12.17,1.898,1
17.712,53.12,1126,400,12910,19450,938.688,12.11,1.889,1
17.717,53.21,1180,417,12899,19439,938.695,12.02,1.875,1
17.721,53.29,1193,422,12900,19434,938.694,11.99,1.87,1
17.725,53.38,1140,407,12908,19443,938.691,11.97,1.866,1
17.729,53.41,1153,410,12912,19447,938.693,11.84,1.846,1
17.734,53.49,1128,400,12911,19453,938.687,11.91,1.857,1
17.738,53.52,1155,408,12902,19450,938.695,12,1.871,1
17.742,53.58,1124,400,12907,19451,938.685,12.02,1.875,1
17.746,53.62,1109,400,12906,19450,938.669,12.14,1.893,1
17.751,53.7,1103,400,12910,19459,938.671,12.26,1.912,1
17.755,53.7,1138,400,12905,19442,938.67,12.29,1.917,1
17.759,53.77,1134,402,12907,19446,938.68,12.32,1.922,1
17.763,53.79,1143,404,12902,19441,938.693,12.17,1.898,1
17.768,53.86,1187,406,12904,19440,938.702,12.01,1.873,1
17.772,53.89,1059,400,12916,19458,938.705,11.78,1.837,1
17.776,53.12,1071,400,12927,19468,938.709,11.64,1.816,1
17.78,52.21,1094,400,12913,19452,938.716,11.55,1.801,1
17.785,51.37,1084,400,12917,19459,938.718,11.47,1.788,1
17.789,50.65,1107,400,12915,19459,938.71,11.78,1.837,1
17.793,50.14,1099,400,12915,19463,938.717,12.02,1.875,1
17.797,49.7,1117,400,12907,19452,938.718,12.34,1.924,1
17.802,49.34,1101,400,12911,19456,938.719,12.47,1.944,1
17.806,49.06,1107,400,12908,19448,938.709,12.69,1.979,1
17.81,48.89,1115,403,12909,19456,938.701,12.78,1.993,1
17.814,48.64,1117,400,12908,19451,938.708,12.89,2.01,1
17.818,48.51,1120,400,12912,19451,938.706,12.92,2.014,1
17.823,48.33,1107,400,12914,19453,938.7,12.83,2,1
17.827,48.23,1141,400,12905,19445,938.705,12.68,1.978,1
17.831,48.12,1117,400,12911,19443,938.704,12.44,1.939,1
17.835,48.06,1115,400,12909,19455,938.711,12.25,1.911,1
17.84,47.96,1109,400,12908,19454,938.706,12.23,1.907,1
17.844,47.87,1122,410,12908,19451,938.703,12.32,1.922,1
17.848,47.81,1187,412,12908,19436,938.703,12.38,1.93,1
17.852,47.77,1172,415,12902,19438,938.721,12.4,1.933,1
17.856,47.66,1117,403,12906,19443,938.711,12.32,1.921,1
17.861,47.66,1159,405,12906,19443,938.704,12.19,1.901,1
17.865,47.57,1164,408,12907,19443,938.7,12.09,1.886,1
17.869,47.56,1136,400,12912,19443,938.7,11.9,1.855,1
17.873,47.46,1149,400,12910,19448,938.707,11.85,1.848,1
17.878,47.41,1155,400,12912,19444,938.708,11.78,1.837,1
17.882,47.43,1149,402,12908,19441,938.696,11.81,1.842,1
17.886,47.36,1132,407,12905,19448,938.694,11.68,1.821,1
17.89,47.35,1136,408,12906,19446,938.714,11.58,1.806,1
17.894,47.28,1145,413,12904,19443,938.71,11.4,1.777,1
17.899,47.29,1172,415,12885,19426,938.711,11.47,1.788,1
17.903,48.03,1253,442,12892,19420,938.709,11.39,1.776,1
17.907,48.91,1176,430,12898,19433,938.707,11.32,1.766,1
17.911,49.69,1184,421,12895,19438,938.716,11.26,1.755,1
17.916,50.33,1210,431,12897,19423,938.714,11.27,1.758,1
17.92,50.89,1149,404,12899,19439,938.709,11.44,1.784,1
17.924,51.3,1191,424,12897,19436,938.714,11.6,1.808,1
17.928,51.63,1128,411,12906,19436,938.713,11.66,1.819,1
17.932,51.94,1143,407,12905,19444,938.714,11.85,1.848,1
17.937,52.16,1191,420,12898,19437,938.718,11.92,1.859,1
17.941,52.36,1191,419,12900,19430,938.716,11.93,1.86,1
17.945,52.52,1182,415,12905,19432,938.717,11.83,1.845,1
17.949,52.63,1138,402,12903,19448,938.722,11.78,1.837,1
17.953,52.78,1174,400,12905,19436,938.719,11.76,1.834,1
17.958,52.92,1143,402,12910,19441,938.721,11.65,1.816,1
17.962,53,1159,406,12906,19432,938.728,11.61,1.811,1
17.966,53.08,1163,406,12904,19440,938.724,11.63,1.813,1
17.97,53.13,1193,413,12898,19427,938.741,11.81,1.841,1
17.974,53.24,1199,410,12901,19433,938.739,11.89,1.854,1
17.979,53.31,1149,405,12911,19445,938.737,11.82,1.843,1
17.983,53.36,1170,400,12906,19444,938.729,11.74,1.831,1
17.987,53.47,1153,404,12908,19439,938.73,11.36,1.772,1
17.991,53.48,1199,414,12900,19435,938.739,11.28,1.759,1
17.995,53.58,1166,404,12905,19438,938.732,11.44,1.783,1
17.999,53.66,1187,412,12902,19428,938.732,11.67,1.819,1
18.004,53.65,1140,408,12903,19438,938.726,11.78,1.837,1
18.008,53.7,1187,412,12898,19424,938.727,11.8,1.84,1
18.012,53.72,1178,401,12904,19436,938.717,11.7,1.825,1
18.016,53.82,1210,410,12902,19429,938.711,11.74,1.831,1
18.02,53.83,1170,400,12906,19444,938.712,11.56,1.803,1
18.025,53.87,1109,400,12917,19453,938.709,11.43,1.782,1
18.029,53.08,1082,400,12918,19456,938.705,11.15,1.739,1
18.033,52.18,1105,400,12914,19458,938.705,11.07,1.726,1
18.037,51.34,1086,400,12913,19448,938.713,10.86,1.694,1
18.041,50.64,1105,400,12916,19451,938.696,10.76,1.678,1
18.046,50.09,1103,400,12910,19449,938.697,10.68,1.666,1
18.05,49.71,1124,400,12912,19450,938.699,10.7,1.668,1
18.054,49.32,1117,400,12910,19452,938.695,10.62,1.657,1
18.058,49.05,1151,401,12907,19450,938.705,10.59,1.651,1
18.062,48.8,1126,406,12911,19446,938.713,10.6,1.653,1
18.066,48.62,1145,400,12908,19449,938.711,10.71,1.67,1
18.071,48.49,1176,405,12908,19442,938.699,10.79,1.683,1
18.075,48.33,1197,405,12910,19443,938.695,11.04,1.721,1
18.079,48.21,1145,400,12906,19441,938.711,11.09,1.729,1
18.083,48.1,1145,400,12904,19436,938.701,10.94,1.706,1
18.087,47.97,1203,414,12898,19431,938.714,10.83,1.689,1
18.091,47.94,1166,400,12909,19440,938.709,10.69,1.668,1
18.096,47.83,1161,400,12909,19435,938.71,10.61,1.655,1
18.1,47.76,1138,400,12907,19441,938.711,10.46,1.63,1
18.104,47.74,1216,403,12906,19429,938.71,10.51,1.639,1
18.108,47.61,1157,400,12905,19435,938.715,10.81,1.686,1
18.112,47.56,1166,402,12905,19436,938.706,10.89,1.699,1
18.116,47.55,1124,400,12909,19446,938.71,10.75,1.677,1
18.121,47.49,1157,406,12910,19440,938.707,10.57,1.648,1
18.125,47.47,1149,400,12913,19442,938.72,10.47,1.633,1
18.129,47.45,1140,405,12908,19435,938.728,10.49,1.635,1
18.133,47.4,1149,401,12907,19444,938.721,10.44,1.628,1
18.137,47.35,1145,406,12910,19440,938.714,10.28,1.603,1
18.141,47.34,1161,400,12908,19435,938.71,10.27,1.602,1
18.145,47.27,1182,400,12909,19445,938.707,10.31,1.607,1
18.15,47.24,1276,433,12892,19410,938.711,10.44,1.629,1
18.154,47.98,1287,427,12894,19416,938.71,10.68,1.665,1
18.158,48.84,1253,425,12893,19421,938.709,10.73,1.674,1
18.162,49.66,1208,412,12899,19426,938.714,10.66,1.662,1
18.166,50.27,1205,410,12900,19425,938.714,10.7,1.669,1
18.17,50.8,1178,411,12903,19423,938.718,10.66,1.662,1
18.174,51.25,1210,417,12896,19428,938.724,10.54,1.643,1
18.179,51.55,1208,409,12904,19434,938.722,10.43,1.626,1
18.183,51.89,1168,405,12905,19425,938.729,10.34,1.612,1
18.187,52.14,1174,418,12900,19432,938.723,10.35,1.614,1
18.191,52.34,1172,406,12906,19433,938.725,10.32,1.61,1
18.195,52.49,1166,401,12905,19423,938.725,10.42,1.626,1
18.199,52.65,1163,400,12905,19440,938.718,10.48,1.634,1
18.203,52.75,1147,406,12903,19438,938.713,10.61,1.654,1
18.208,52.88,1153,400,12908,19449,938.708,10.87,1.696,1
18.212,52.98,1138,408,12908,19442,938.717,10.98,1.713,1
18.216,53.08,1157,401,12908,19444,938.695,10.92,1.703,1
18.22,53.14,1143,407,12902,19429,938.7,10.95,1.707,1
18.224,53.27,1166,412,12910,19449,938.699,11.05,1.724,1
18.228,53.29,1128,400,12905,19446,938.699,11.18,1.744,1
18.232,53.37,1149,405,12899,19438,938.709,11.8,1.84,1
18.236,53.47,1151,403,12907,19446,938.707,11.95,1.864,1
18.24,53.5,1186,409,12902,19432,938.709,11.99,1.87,1
18.245,53.53,1153,400,12903,19439,938.712,12.21,1.904,1
18.249,53.59,1205,410,12902,19438,938.713,12.36,1.928,1
18.253,53.65,1149,404,12903,19436,938.716,12.34,1.925,1
18.257,53.72,1126,400,12907,19440,938.708,12.31,1.919,1
18.261,53.78,1203,414,12903,19432,938.709,12.34,1.924,1
18.265,53.79,1159,412,12906,19437,938.702,12.19,1.9,1
18.269,53.84,1174,413,12899,19433,938.706,12.18,1.899,1
18.273,53.88,1115,400,12916,19452,938.699,12.06,1.88,1
18.278,53.12,1090,400,12919,19454,938.698,12.02,1.874,1
18.282,52.17,1122,400,12913,19446,938.706,11.96,1.866,1
18.286,51.34,1092,400,12914,19457,938.719,11.94,1.862,1
18.29,50.65,1157,400,12910,19447,938.719,11.85,1.848,1
18.294,50.11,1153,405,12912,19440,938.714,11.62,1.812,1
18.298,49.7,1126,404,12906,19442,938.706,11.44,1.784,1
18.302,49.35,1134,400,12913,19447,938.709,11.2,1.747,1
18.306,49.05,1141,404,12910,19448,938.715,11.02,1.718,1
18.31,48.83,1136,400,12914,19444,938.717,10.86,1.694,1
18.314,48.62,1118,400,12909,19448,938.713,10.72,1.672,1
18.318,48.45,1138,400,12912,19448,938.719,10.74,1.675,1
18.323,48.3,1178,405,12906,19434,938.717,10.81,1.686,1
18.327,48.21,1176,402,12903,19431,938.712,11.13,1.736,1
18.331,48.08,1187,406,12904,19436,938.702,11.31,1.764,1
18.335,47.99,1147,400,12908,19443,938.696,11.67,1.82,1
18.339,47.92,1193,404,12904,19437,938.706,11.76,1.834,1
18.343,47.81,1180,401,12911,19450,938.698,12.13,1.892,1
18.347,47.78,1182,400,12916,19443,938.701,12.34,1.924,1
18.351,47.67,1141,401,12905,19442,938.71,12.62,1.969,1
18.355,47.62,1168,400,12914,19451,938.711,12.82,1.999,1
18.359,47.57,1172,400,12910,19441,938.708,13.21,2.059,1
18.363,47.54,1140,400,12916,19448,938.712,13.74,2.142,1
18.367,47.47,1120,400,12910,19448,938.714,13.95,2.176,1
18.372,47.43,1161,400,12909,19445,938.732,14.12,2.202,1
18.376,47.36,1155,400,12912,19443,938.723,14.15,2.207,1
18.38,47.32,1141,400,12910,19448,938.717,14.28,2.226,1
18.384,47.27,1138,400,12913,19449,938.722,14.26,2.223,1
18.388,47.32,1107,400,12917,19456,938.716,14.16,2.208,1
18.392,47.27,1126,400,12916,19456,938.731,14.04,2.189,1
18.396,47.24,1208,423,12898,19428,938.738,14.18,2.211,1
18.4,47.99,1210,421,12898,19436,938.729,14.3,2.23,1
18.404,48.86,1210,417,12898,19430,938.732,14.12,2.202,1
18.408,49.65,1187,413,12904,19440,938.731,14.08,2.196,1
18.412,50.26,1176,407,12902,19438,938.727,14.14,2.205,1
18.416,50.81,1130,400,12908,19443,938.72,14.13,2.203,1
18.42,51.24,1136,400,12909,19448,938.713,14.02,2.186,1
18.424,51.57,1178,408,12904,19434,938.703,14.02,2.186,1
18.428,51.87,1132,406,12908,19448,938.703,13.82,2.155,1
18.432,52.12,1159,401,12905,19442,938.701,13.69,2.135,1
18.436,52.31,1176,409,12906,19433,938.702,13.56,2.114,1
18.441,52.5,1207,413,12901,19436,938.7,13.41,2.091,1
18.445,52.62,1124,404,12911,19451,938.694,13.33,2.079,1
18.449,52.76,1141,400,12908,19445,938.693,12.99,2.025,1
18.453,52.9,1155,415,12904,19446,938.686,13,2.028,1
18.457,52.99,1180,410,12903,19431,938.686,12.94,2.018,1
18.461,53.08,1130,400,12907,19443,938.685,12.93,2.016,1
18.465,53.17,1141,400,12908,19447,938.682,13.07,2.038,1
18.469,53.27,1149,402,12910,19441,938.692,13.05,2.036,1
18.473,53.28,1193,404,12904,19437,938.704,13.14,2.048,1
18.477,53.4,1178,403,12912,19443,938.697,13.07,2.039,1
18.481,53.43,1161,407,12907,19444,938.706,12.99,2.026,1
18.485,53.53,1163,410,12903,19436,938.704,12.87,2.007,1
18.489,53.55,1178,412,12904,19436,938.703,12.48,1.946,1
18.493,53.59,1178,406,12912,19429,938.696,12.38,1.931,1
18.497,53.62,1143,400,12913,19445,938.689,12.32,1.921,1
18.501,53.67,1132,400,12914,19438,938.697,12.24,1.909,1
18.505,53.73,1155,403,12910,19435,938.695,12.05,1.879,1
18.509,53.77,1176,400,12908,19445,938.696,11.96,1.865,1
18.513,53.77,1189,402,12912,19442,938.701,11.88,1.852,1
18.517,53.81,1111,400,12923,19457,938.701,11.75,1.833,1
18.521,53.06,1078,400,12921,19458,938.698,11.76,1.834,1
18.525,52.14,1111,400,12920,19455,938.711,11.58,1.806,1
18.529,51.28,1136,400,12913,19444,938.711,11.58,1.806,1
18.533,50.58,1120,400,12926,19456,938.702,11.77,1.835,1
18.537,50.08,1107,400,12916,19450,938.706,11.89,1.854,1
18.541,49.64,1134,400,12920,19456,938.716,12.06,1.88,1
18.545,49.29,1145,400,12912,19441,938.707,12.38,1.93,1
18.549,49.03,1161,404,12910,19434,938.696,12.78,1.993,1
18.553,48.78,1161,400,12911,19444,938.694,12.99,2.026,1
18.557,48.63,1163,400,12915,19439,938.688,13.21,2.06,1
18.561,48.47,1128,400,12913,19440,938.682,13.1,2.043,1
18.565,48.33,1163,404,12911,19437,938.677,12.76,1.99,1
18.569,48.17,1145,400,12914,19454,938.68,12.6,1.966,1
18.573,48.09,1151,400,12916,19442,938.68,12.12,1.89,1
18.577,48,1134,400,12910,19447,938.692,11.97,1.866,1
18.581,47.93,1118,400,12915,19448,938.696,11.78,1.836,1
18.585,47.85,1159,401,12916,19447,938.701,11.69,1.822,1
18.589,47.79,1141,402,12907,19442,938.71,11.6,1.81,1
18.593,47.67,1163,406,12909,19437,938.71,11.3,1.762,1
18.597,47.64,1136,400,12915,19439,938.696,11.31,1.763,1
18.601,47.6,1182,400,12907,19431,938.697,11.28,1.759,1
18.605,47.54,1157,400,12909,19442,938.703,11.16,1.74,1
18.609,47.5,1151,400,12909,19433,938.705,11.04,1.721,1
18.613,47.47,1159,400,12915,19438,938.689,10.88,1.696,1
18.617,47.43,1149,400,12914,19443,938.695,10.53,1.642,1
18.621,47.38,1163,400,12912,19437,938.701,10.55,1.646,1
18.625,47.33,1153,400,12915,19447,938.701,10.75,1.677,1
18.629,47.31,1143,400,12915,19441,938.704,10.82,1.688,1
18.633,47.25,1184,408,12913,19437,938.704,10.86,1.693,1
18.637,47.27,1201,415,12898,19423,938.698,10.89,1.698,1
18.641,48.04,1233,420,12900,19421,938.704,10.96,1.709,1
18.645,48.89,1210,419,12898,19426,938.703,10.9,1.699,1
18.649,49.68,1218,426,12899,19428,938.704,10.88,1.697,1
18.652,50.38,1220,415,12905,19427,938.715,11.17,1.742,1
18.656,50.87,1228,425,12900,19431,938.722,11.4,1.777,1
18.66,51.28,1153,407,12905,19436,938.718,11.89,1.854,1
18.664,51.62,1151,410,12911,19440,938.724,12.04,1.877,1
18.668,51.9,1159,410,12904,19435,938.726,12.01,1.873,1
18.672,52.18,1176,400,12905,19439,938.724,11.93,1.86,1
18.676,52.37,1134,402,12912,19444,938.714,11.57,1.805,1
18.68,52.53,1187,408,12902,19441,938.719,11.48,1.79,1
18.684,52.69,1157,400,12906,19438,938.715,11.25,1.754,1
18.688,52.79,1199,406,12911,19448,938.716,11.08,1.727,1
18.692,52.9,1189,402,12909,19445,938.719,10.76,1.678,1
18.696,52.98,1145,406,12910,19437,938.709,10.71,1.67,1
18.7,53.08,1132,405,12910,19447,938.712,10.82,1.687,1
18.704,53.16,1128,403,12905,19437,938.712,10.9,1.699,1
18.708,53.25,1189,406,12913,19443,938.716,11.27,1.758,1
18.712,53.31,1126,400,12909,19447,938.717,11.44,1.784,1
18.715,53.35,1128,400,12911,19440,938.71,11.85,1.847,1
18.719,53.43,1203,408,12903,19434,938.7,12.02,1.874,1
18.723,53.49,1193,412,12901,19435,938.704,12.08,1.884,1
18.727,53.52,1174,408,12908,19436,938.706,12.27,1.914,1
18.731,53.55,1193,415,12900,19421,938.718,12.28,1.916,1
18.735,53.6,1149,404,12905,19431,938.719,12.29,1.917,1
18.739,53.64,1184,407,12905,19435,938.719,12.24,1.908,1
18.743,53.68,1222,421,12904,19423,938.718,12.34,1.924,1
18.747,53.77,1243,417,12906,19428,938.715,12.47,1.944,1
18.751,53.77,1226,404,12908,19427,938.703,12.69,1.979,1
18.755,53.84,1117,400,12924,19446,938.701,12.84,2.002,1
18.758,53.07,1105,400,12921,19452,938.697,12.97,2.023,1
18.762,52.19,1136,400,12917,19452,938.697,13.19,2.056,1
18.766,51.3,1132,400,12919,19449,938.701,13.51,2.106,1
18.77,50.64,1134,400,12919,19445,938.705,13.63,2.125,1
18.774,50.09,1184,400,12908,19433,938.711,13.98,2.18,1
18.778,49.6,1155,400,12914,19444,938.718,14,2.184,1
18.782,49.31,1178,410,12917,19440,938.717,13.9,2.168,1
18.786,49.05,1157,400,12916,19433,938.711,14.08,2.196,1
18.79,48.79,1149,400,12913,19438,938.707,14.33,2.235,1
18.793,48.57,1163,401,12910,19437,938.708,14.67,2.288,1
18.797,48.47,1178,401,12915,19435,938.716,14.95,2.331,1
18.801,48.32,1168,400,12909,19433,938.712,15.08,2.352,1
18.805,48.2,1187,406,12914,19435,938.72,15.09,2.352,1
18.809,48.11,1189,410,12907,19430,938.717,15.43,2.406,1
18.813,48.02,1193,402,12905,19435,938.703,15.47,2.412,1
18.817,47.87,1163,403,12910,19434,938.698,15.28,2.383,1
18.821,47.83,1203,408,12910,19438,938.697,14.99,2.338,1
18.824,47.77,1161,400,12915,19443,938.699,15.14,2.361,1
18.828,47.7,1178,403,12915,19438,938.694,15.24,2.377,1
18.832,47.68,1149,400,12909,19436,938.699,15.34,2.393,1
18.836,47.56,1151,400,12910,19438,938.701,15.36,2.395,1
18.84,47.55,1180,400,12909,19436,938.698,15.37,2.398,1
18.844,47.49,1147,400,12914,19438,938.702,15.28,2.382,1
18.848,47.4,1168,400,12906,19431,938.698,15.14,2.361,1
18.851,47.4,1147,400,12912,19439,938.691,14.99,2.337,1
18.855,47.38,1157,400,12917,19441,938.695,14.69,2.29,1
18.859,47.34,1195,400,12909,19434,938.704,14.48,2.258,1
18.863,47.34,1153,403,12907,19423,938.708,14.27,2.226,1
18.867,47.27,1153,400,12916,19447,938.708,13.96,2.177,1
18.871,47.25,1216,420,12902,19426,938.707,13.99,2.182,1
18.874,47.97,1203,416,12899,19418,938.707,13.88,2.164,1
18.878,48.85,1241,418,12899,19426,938.697,13.86,2.162,1
18.882,49.65,1247,424,12897,19421,938.697,13.69,2.134,1
18.886,50.29,1193,410,12899,19430,938.697,13.55,2.113,1
18.89,50.82,1208,414,12902,19428,938.699,13.15,2.051,1
18.894,51.25,1191,404,12906,19437,938.697,12.87,2.007,1
18.897,51.59,1166,404,12913,19437,938.696,12.42,1.937,1
18.901,51.9,1170,400,12912,19436,938.696,12.3,1.919,1
18.905,52.16,1170,400,12913,19442,938.7,11.97,1.867,1
18.909,52.35,1153,400,12908,19430,938.71,11.73,1.829,1
18.913,52.51,1147,402,12908,19441,938.705,11.57,1.804,1
18.916,52.65,1191,410,12908,19430,938.7,11.51,1.795,1
18.92,52.79,1168,412,12910,19433,938.695,11.62,1.812,1
18.924,52.89,1189,406,12908,19435,938.696,11.56,1.803,1
18.928,52.97,1184,401,12908,19436,938.687,11.35,1.77,1
18.932,53.07,1157,406,12913,19441,938.685,11.16,1.74,1
18.935,53.17,1172,400,12907,19440,938.685,10.99,1.714,1
18.939,53.24,1141,400,12905,19440,938.686,11,1.715,1
18.943,53.34,1180,408,12907,19433,938.696,10.94,1.706,1
18.947,53.38,1164,400,12910,19437,938.699,10.64,1.659,1
18.951,53.45,1168,400,12912,19441,938.706,10.48,1.634,1
18.954,53.51,1124,400,12908,19442,938.699,10.36,1.616,1
18.958,53.57,1161,402,12909,19442,938.698,10.35,1.614,1
18.962,53.6,1143,400,12915,19449,938.692,10.13,1.58,1
18.966,53.66,1134,406,12916,19449,938.7,10.06,1.568,1
18.97,53.72,1136,407,12913,19439,938.713,9.9,1.544,1
18.973,53.79,1182,405,12905,19425,938.711,9.83,1.533,1
18.977,53.81,1155,410,12910,19439,938.696,9.6,1.496,1
18.981,53.78,1141,403,12915,19443,938.682,9.65,1.504,1
18.985,53.91,1065,400,12927,19466,938.681,9.64,1.504,1
18.988,53.13,1084,400,12927,19467,938.69,9.65,1.505,1
18.992,52.17,1055,400,12928,19466,938.692,9.48,1.478,1
18.996,51.37,1078,400,12925,19457,938.68,9.38,1.463,1
19,50.69,1147,400,12916,19453,938.695,9.6,1.497,1
19.003,50.12,1134,400,12912,19447,938.697,9.71,1.514,1
19.007,49.71,1103,400,12918,19457,938.69,9.85,1.536,1
19.011,49.38,1122,400,12912,19446,938.692,10.11,1.576,1
19.015,49.08,1132,400,12913,19448,938.691,10.13,1.58,1
19.018,48.85,1136,400,12914,19446,938.687,10.06,1.569,1
19.022,48.68,1096,400,12915,19447,938.69,9.99,1.558,1
19.026,48.49,1164,401,12915,19444,938.696,10.18,1.588,1
19.03,48.32,1163,400,12905,19436,938.695,10.35,1.614,1
19.033,48.21,1178,404,12910,19435,938.691,10.5,1.637,1
19.037,48.12,1138,400,12913,19443,938.69,10.6,1.653,1
19.041,47.99,1145,401,12915,19449,938.698,10.84,1.69,1
19.045,47.9,1143,400,12908,19429,938.691,10.91,1.701,1
19.048,47.89,1143,409,12910,19439,938.698,10.86,1.694,1
19.052,47.82,1140,407,12916,19452,938.701,10.81,1.685,1
19.056,47.76,1159,400,12913,19443,938.7,10.66,1.662,1
19.059,47.69,1147,404,12909,19444,938.71,10.58,1.649,1
19.063,47.66,1145,411,12912,19434,938.717,10.88,1.697,1
19.067,47.56,1126,400,12912,19447,938.713,11.25,1.755,1
19.071,47.51,1170,400,12909,19438,938.713,11.49,1.792,1
19.074,47.47,1178,403,12915,19437,938.707,11.62,1.812,1
19.078,47.44,1191,404,12914,19434,938.705,11.75,1.832,1
19.082,47.35,1151,400,12913,19441,938.703,11.76,1.834,1
